!!SBtab	SBtabVersion=’1.0’	TableType=’Reaction’	TableName=’K. brasiliensis SBTab Reaction Table’
!ID	!ReactionFormula	!Identifiers:kegg.reaction	!Identifiers:biocyc	!Gene:Symbol	!IsReversible	!SBML:reaction:id
sbtabreact143	BCAA__45__dehydrogenase__45__DH__45__lipoyl + C00003 <=> BCAA__45__dehydrogenase__45__lipoyl + C00004 + C00080		RXN__45__7719	testGeneSymbol143	False	sbtabreact143
sbtabreact144	BCAA__45__dehydrogenase__45__2MP__45__DH__45__lipoyl + C00010 <=> C00630 + BCAA__45__dehydrogenase__45__DH__45__lipoyl		_2__46__3__46__1__46__168__45__RXN	testGeneSymbol144	False	sbtabreact144
sbtabreact145	C01233 + C00001 <=> C00093 + C00189 + C00080		RXN__45__14160	testGeneSymbol145	False	sbtabreact145
sbtabreact146	C00141 + C00010 + C00003 <=> C00630 + C00011 + C00004		_1__46__2__46__1__46__25__45__RXN	testGeneSymbol146	False	sbtabreact146
sbtabreact147	CPD__45__8355 + C00510 <=> C00010 + CPD__45__8291		RXN__45__15036	testGeneSymbol147	False	sbtabreact147
sbtabreact148	C00641 + C00307 <=> C00157 + C00055 + C00080		RXN__45__5781	testGeneSymbol148	False	sbtabreact148
sbtabreact149	C02917 + C00003 <=> C00424 + C00004 + C00080		LACTALDREDUCT__45__RXN	testGeneSymbol149	True	sbtabreact149
sbtabreact150	C00003 + C01904 <=> C00080 + C00004 + C00309		_1__46__1__46__1__46__250__45__RXN	testGeneSymbol150	True	sbtabreact150
sbtabreact151	C00035 + C00008 <=> C00044 + C00020		RXN__45__14074	testGeneSymbol151	True	sbtabreact151
sbtabreact152	C00361 + C00002 <=> C00286 + C00008		DGDPKIN__45__RXN	testGeneSymbol152	False	sbtabreact152
sbtabreact153	C00002 + C01344 <=> C00008 + C01345		RXN__45__14228	testGeneSymbol153	False	sbtabreact153
sbtabreact154	C00206 + C00002 <=> C00131 + C00008		DADPKIN__45__RXN	testGeneSymbol154	False	sbtabreact154
sbtabreact155	C01346 + C00002 <=> C00460 + C00008		DUDPKIN__45__RXN	testGeneSymbol155	False	sbtabreact155
sbtabreact156	C00705 + C00002 <=> C00458 + C00008		DCDPKIN__45__RXN	testGeneSymbol156	False	sbtabreact156
sbtabreact157	C00112 + C00002 <=> C00063 + C00008		CDPKIN__45__RXN	testGeneSymbol157	False	sbtabreact157
sbtabreact158	C00015 + C00002 <=> C00075 + C00008		UDPKIN__45__RXN	testGeneSymbol158	False	sbtabreact158
sbtabreact159	C00002 + C00104 <=> C00081 + C00008		RXN__45__14120	testGeneSymbol159	False	sbtabreact159
sbtabreact160	C00035 + C00002 <=> C00044 + C00008		GDPKIN__45__RXN	testGeneSymbol160	False	sbtabreact160
sbtabreact161	C00363 + C00002 <=> C00459 + C00008		DTDPKIN__45__RXN	testGeneSymbol161	False	sbtabreact161
sbtabreact162	C03345 + C00001 <=> C04405		TIGLYLCOA__45__HYDROXY__45__RXN	testGeneSymbol162	False	sbtabreact162
sbtabreact163	CPD__45__11523 <=> CPD__45__11522 + C00001		RXN__45__10704	testGeneSymbol163	True	sbtabreact163
sbtabreact164	C00080 + C00355 <=> C03758 + C00011		RXN66__45__221	testGeneSymbol164	False	sbtabreact164
sbtabreact165	C01086 <=> C05056 + C00001		RXN__45__7838	testGeneSymbol165	True	sbtabreact165
sbtabreact166	CPD__45__12199 <=> C00223 + C00001		RXN__45__11244	testGeneSymbol166	True	sbtabreact166
sbtabreact167	C00051 + CPD__45__10806 <=> CPD__45__14704		RXN__45__13673	testGeneSymbol167	True	sbtabreact167
sbtabreact168	_3__45__HYDROXY__45__ISOVALERYL__45__COA <=> C03345 + C00001		RXN__45__14266	testGeneSymbol168	True	sbtabreact168
sbtabreact169	C14397 + C00051 <=> C00080 + C11175 + C00698		GST__45__RXN	testGeneSymbol169	True	sbtabreact169
sbtabreact170	C00479 + C00003 + C00001 <=> C00163 + C00004 + C00080		ALDHDEHYDROG__45__RXN__45__CPD__45__665__47__NAD__47__WATER__47____47__PROPIONATE__47__NADH__47__PROTON__46__42__46__	testGeneSymbol170	False	sbtabreact170
sbtabreact171	C00546 + C00003 + C00001 <=> C00022 + C00004 + C00080		ALDHDEHYDROG__45__RXN__45__METHYL__45__GLYOXAL__47__NAD__47__WATER__47____47__PYRUVATE__47__NADH__47__PROTON__46__47__46__	testGeneSymbol171	False	sbtabreact171
sbtabreact172	CPD0__45__2365 + C00001 <=> C14145		RXN0__45__6513	testGeneSymbol172	False	sbtabreact172
sbtabreact173	C04213 + C03021 <=> Glycoprotein__45__Asn__45__oligosaccharides + C00621		_2__46__4__46__1__46__119__45__RXN	testGeneSymbol173	True	sbtabreact173
sbtabreact174	C00557 + C00007 + C00005 + C00080 <=> C02240 + C00001 + C00006		CYCLOPENTANONE__45__MONOOXYGENASE__45__RXN	testGeneSymbol174	False	sbtabreact174
sbtabreact175	C05936 + C00001 + C00003 <=> C02946 + C00004 + C00080		RXN__45__37	testGeneSymbol175	True	sbtabreact175
sbtabreact176	CPD__45__11527 <=> CPD__45__11526 + C00001		RXN__45__10705	testGeneSymbol176	True	sbtabreact176
sbtabreact177	C01936 + C00001 <=> C00420 + C00267		RXN__45__14282	testGeneSymbol177	False	sbtabreact177
sbtabreact178	CPD__45__11519 <=> CPD__45__11518 + C00001		RXN__45__10697	testGeneSymbol178	True	sbtabreact178
sbtabreact179	C05275 + C00001 <=> CPD__45__15694		RXN__45__14805	testGeneSymbol179	True	sbtabreact179
sbtabreact180	G00689 + C00001 <=> C01936 + C00267		RXN__45__14283	testGeneSymbol180	False	sbtabreact180
sbtabreact181	C00532 + C00006 <=> C00259 + C00005 + C00080		RXN__45__8772	testGeneSymbol181	True	sbtabreact181
sbtabreact182	C05271 + C00001 <=> POLYMER__45__INST__45__D__45__3__45__HYDROXYACYL__45__COA__45__C2__45__H4		RXN__45__7699__45__POLYMER__45__INST__45__D__45__3__45__HYDROXYACYL__45__COA__45__C2__45__H4__47____47__CPD0__45__2121__47__WATER__46__56__46__	testGeneSymbol182	False	sbtabreact182
sbtabreact183	C05276 + C00001 <=> POLYMER__45__INST__45__D__45__3__45__HYDROXYACYL__45__COA__45__C4__45__H8		RXN__45__7699__45__POLYMER__45__INST__45__D__45__3__45__HYDROXYACYL__45__COA__45__C4__45__H8__47____47__CPD0__45__2108__47__WATER__46__56__46__	testGeneSymbol183	False	sbtabreact183
sbtabreact184	C05275 + C00001 <=> CPD__45__12777		RXN__45__7699__45__CPD__45__12777__47____47__T2__45__DECENOYL__45__COA__47__WATER__46__33__46__	testGeneSymbol184	False	sbtabreact184
sbtabreact185	C03221 + C00001 <=> POLYMER__45__INST__45__D__45__3__45__HYDROXYACYL__45__COA__45__C8__45__H16		RXN__45__7699__45__POLYMER__45__INST__45__D__45__3__45__HYDROXYACYL__45__COA__45__C8__45__H16__47____47__CPD__45__7222__47__WATER__46__56__46__	testGeneSymbol185	False	sbtabreact185
sbtabreact186	POLYMER__45__INST__45__TRANS__45__D2__45__ENOYL__45__COA__45__C10__45__WATER + C00001 <=> POLYMER__45__INST__45__D__45__3__45__HYDROXYACYL__45__COA__45__C10__45__WATER		RXN__45__7699__45__POLYMER__45__INST__45__D__45__3__45__HYDROXYACYL__45__COA__45__C10__45__H20__47____47__POLYMER__45__INST__45__TRANS__45__D2__45__ENOYL__45__COA__45__C10__45__H20__47__WATER__46__88__46__	testGeneSymbol186	False	sbtabreact186
sbtabreact187	POLYMER__45__INST__45__TRANS__45__D2__45__ENOYL__45__COA__45__C12__45__H24 + C00001 <=> POLYMER__45__INST__45__D__45__3__45__HYDROXYACYL__45__COA__45__C12__45__H24		RXN__45__7699__45__POLYMER__45__INST__45__D__45__3__45__HYDROXYACYL__45__COA__45__C12__45__H24__47____47__POLYMER__45__INST__45__TRANS__45__D2__45__ENOYL__45__COA__45__C12__45__H24__47__WATER__46__88__46__	testGeneSymbol187	False	sbtabreact187
sbtabreact188	POLYMER__45__INST__45__TRANS__45__D2__45__ENOYL__45__COA__45__C16__45__H32 + C00001 <=> CPD__45__14275		RXN__45__7699__45__CPD__45__14275__47____47__POLYMER__45__INST__45__TRANS__45__D2__45__ENOYL__45__COA__45__C16__45__H32__47__WATER__46__57__46__	testGeneSymbol188	False	sbtabreact188
sbtabreact189	C00897 + C00001 <=> C00267		RXN__45__2141	testGeneSymbol189	False	sbtabreact189
sbtabreact190	C01835 + C00001 <=> C00897 + C00031		RXN0__45__5183	testGeneSymbol190	False	sbtabreact190
sbtabreact191	C00420 + C00001 <=> C02052 + C00267		RXN__45__14281	testGeneSymbol191	False	sbtabreact191
sbtabreact192	C05450 <=> C05460 + C00001		_4__46__2__46__1__46__107__45__RXN	testGeneSymbol192	True	sbtabreact192
sbtabreact193	C00897 + C00001 <=> C00221 + C00267		RXN__45__14349__45__ALPHA__45__MALTOSE__47__WATER__47____47__GLC__47__ALPHA__45__GLUCOSE__46__39__46__	testGeneSymbol193	False	sbtabreact193
sbtabreact194	C00001 + C00897 <=> C00267		RXN__45__14350	testGeneSymbol194	False	sbtabreact194
sbtabreact195	C05447 + C00001 <=> C05448		RXN__45__9847	testGeneSymbol195	True	sbtabreact195
sbtabreact196	C00093 + C00510 <=> L__45__1__45__LYSOPHOSPHATIDATE + C00010		RXN__45__15045	testGeneSymbol196	False	sbtabreact196
sbtabreact197	C15596 + C00006 <=> C15597 + C00005 + C00080		RXN__45__11696	testGeneSymbol197	True	sbtabreact197
sbtabreact198	C00002 + C00001 <=> C00008 + C00009 + C00080		_3__46__6__46__3__46__7__45__RXN	testGeneSymbol198	False	sbtabreact198
sbtabreact199	C00080 + C00078 <=> C00011 + C00398		AROMATIC__45__L__45__AMINO__45__ACID__45__DECARBOXYLASE__45__RXN	testGeneSymbol199	True	sbtabreact199
sbtabreact200	C00007 + C01040 <=> C03289 + C00027		L__45__GULONOLACTONE__45__OXIDASE__45__RXN	testGeneSymbol200	False	sbtabreact200
sbtabreact201	C00199 <=> C00117		RIB5PISOM__45__RXN	testGeneSymbol201	False	sbtabreact201
sbtabreact202	C00550 + C00001 <=> C00195 + C00588 + C00080		SPHINGOMYELIN__45__PHOSPHODIESTERASE__45__RXN	testGeneSymbol202	False	sbtabreact202
sbtabreact203	C00052 <=> C03733		GALPMUT__45__RXN	testGeneSymbol203	True	sbtabreact203
sbtabreact204	C01672 + C00001 + C00007 <=> C12455 + C01342 + C00027		RXN__45__11784	testGeneSymbol204	False	sbtabreact204
sbtabreact205	Aliphatic__45__Amines + C00001 + C00007 <=> C00071 + C01342 + C00027		AMINEOXID__45__RXN	testGeneSymbol205	False	sbtabreact205
sbtabreact206	C01888 + C00001 + C00007 <=> C00546 + C01342 + C00027		AMACETOXID__45__RXN	testGeneSymbol206	False	sbtabreact206
sbtabreact207	R__45__3__45__hydroxy__45__cis__45__vaccenoyl__45__ACPs + C00006 <=> _3__45__oxo__45__cis__45__vaccenoyl__45__ACPs + C00005 + C00080		RXN__45__9556	testGeneSymbol207	True	sbtabreact207
sbtabreact208	C05332 + C00007 + C00001 <=> C00601 + C01342 + C00027		AMINEPHEN__45__RXN	testGeneSymbol208	False	sbtabreact208
sbtabreact209	C00375 + C00001 + C00007 <=> C00071 + C01342 + C00027		RXN__45__9597	testGeneSymbol209	False	sbtabreact209
sbtabreact210	C00379 + C00006 <=> D__45__Xylopyranose + C00005 + C00080		RXN__45__8773	testGeneSymbol210	True	sbtabreact210
sbtabreact211	_3__45__hydroxy__45__cis__45__D9__45__hexaecenoyl__45__ACPs + C00006 <=> _3__45__oxo__45__cis__45__D9__45__hexadecenoyl__45__ACPs + C00005 + C00080		RXN__45__10659	testGeneSymbol211	True	sbtabreact211
sbtabreact212	cis__45__delta21__45__3__45__hydroxyC40__45__ACPs + C00006 <=> cis__45__delta21__45__3__45__oxo__45__C40__45__ACPs + C00005 + C00080		RXN1G__45__287	testGeneSymbol212	True	sbtabreact212
sbtabreact213	cis__45__delta19__45__3__45__hydroxyC38__45__ACPs + C00006 <=> cis__45__delta19__45__3__45__oxo__45__C38__45__ACPs + C00005 + C00080		RXN1G__45__1053	testGeneSymbol213	True	sbtabreact213
sbtabreact214	C02336 + C00002 <=> C00080 + C00085 + C00008		FRUCTOKINASE__45__RXN	testGeneSymbol214	False	sbtabreact214
sbtabreact215	cis__45__delta17__45__3__45__hydroxyC36__45__ACPs + C00006 <=> cis__45__delta17__45__3__45__oxo__45__C36__45__ACPs + C00005 + C00080		RXN1G__45__881	testGeneSymbol215	True	sbtabreact215
sbtabreact216	cis__45__delta15__45__3__45__hydroxygheddoyl__45__ACPs + C00006 <=> cis__45__delta15__45__3__45__oxo__45__gheddoyl__45__ACPs + C00005 + C00080		RXN1G__45__358	testGeneSymbol216	True	sbtabreact216
sbtabreact217	cis__45__delta13__45__3__45__hydroxylacceroyl__45__ACPs + C00006 <=> cis__45__delta13__45__3__45__oxo__45__lacceroyl__45__ACPs + C00005 + C00080		RXN1G__45__260	testGeneSymbol217	True	sbtabreact217
sbtabreact218	D__45__mannopyranose + C00002 <=> C00080 + C00275 + C00008		MANNKIN__45__RXN	testGeneSymbol218	False	sbtabreact218
sbtabreact219	cis__45__delta11__45__3__45__hydroxymelissoyl__45__ACPs + C00006 <=> cis__45__delta11__45__3__45__oxo__45__melissoyl__45__ACPs + C00005 + C00080		RXN1G__45__163	testGeneSymbol219	True	sbtabreact219
sbtabreact220	cis__45__delta9__45__3__45__hydroxymontanoyl__45__ACPs + C00006 <=> cis__45__delta9__45__3__45__oxo__45__montanoyl__45__ACPs + C00005 + C00080		RXN1G__45__240	testGeneSymbol220	True	sbtabreact220
sbtabreact221	cis__45__delta7__45__3__45__hydroxycerotoyl__45__ACPs + C00006 <=> cis__45__delta7__45__3__45__oxo__45__cerotoyl__45__ACPs + C00005 + C00080		RXN1G__45__364	testGeneSymbol221	True	sbtabreact221
sbtabreact222	cis__45__delta5__45__3__45__hydroxylignoceroyl__45__ACPs + C00006 <=> cis__45__delta5__45__3__45__oxo__45__lignoceroyl__45__ACPs + C00005 + C00080		RXN1G__45__72	testGeneSymbol222	True	sbtabreact222
sbtabreact223	R__45__3__45__hydroxybehenoyl__45__ACPs + C00006 <=> _3__45__oxo__45__behenoyl__45__ACPs + C00005 + C00080		RXN1G__45__469	testGeneSymbol223	True	sbtabreact223
sbtabreact224	C16220 + C00006 <=> C16219 + C00005 + C00080		RXN__45__9633	testGeneSymbol224	True	sbtabreact224
sbtabreact225	C00010 + C00033 + C00002 <=> C00024 + C00013 + C00020		ACETATE__45____45__COA__45__LIGASE__45__RXN	testGeneSymbol225	False	sbtabreact225
sbtabreact226	C00741 + C00004 + C00080 <=> C00810 + C00003		RXN__45__11036	testGeneSymbol226	False	sbtabreact226
sbtabreact227	C00643 + C00080 <=> C00780 + C00011		RXN3DJ__45__170	testGeneSymbol227	True	sbtabreact227
sbtabreact228	C00001 + C00044 <=> C00080 + C00013 + C01304 + C00058		GTP__45__CYCLOHYDRO__45__II__45__RXN	testGeneSymbol228	False	sbtabreact228
sbtabreact229	C00160 + C00006 <=> C00048 + C00005 + C00080		GLYOXYLATE__45__REDUCTASE__45__NADP__43____45__RXN	testGeneSymbol229	True	sbtabreact229
sbtabreact230	C03069 + C00288 + C00002 <=> C03231 + C00008 + C00009 + C00080		METHYLCROTONYL__45__COA__45__CARBOXYLASE__45__RXN	testGeneSymbol230	False	sbtabreact230
sbtabreact231	C01099 <=> C00424 + C00111		FUCPALDOL__45__RXN	testGeneSymbol231	True	sbtabreact231
sbtabreact232	N__45__acyl__45__sphingosylphosphorylcholine + C00001 <=> N__45__Acylsphingosine + C00588 + C00080		RXN__45__15212	testGeneSymbol232	False	sbtabreact232
sbtabreact233	C00114 + C00006 <=> C00576 + C00005 + C00080		CHD__45__RXN	testGeneSymbol233	False	sbtabreact233
sbtabreact234	C00576 + C00007 + C00001 <=> C00719 + C00027 + C00080		CHOLINE__45__OXIDASEII__45__RXN	testGeneSymbol234	False	sbtabreact234
sbtabreact235	C00114 + C00007 <=> C00576 + C00027		CHOLINE__45__OXIDASE__45__RXN	testGeneSymbol235	False	sbtabreact235
sbtabreact236	C00114 + C00007 + C00001 <=> C00719 + C00027 + C00080		RXN__45__13178	testGeneSymbol236	False	sbtabreact236
sbtabreact237	C00262 + C00003 + C00001 <=> C00385 + C00004 + C00080		RXN__45__7682	testGeneSymbol237	False	sbtabreact237
sbtabreact238	C00385 + C00003 + C00001 <=> C00366 + C00004 + C00080		RXN0__45__901	testGeneSymbol238	False	sbtabreact238
sbtabreact239	C01194 + C00002 <=> C04549 + C00008 + C00080		_1__45__PHOSPHATIDYLINOSITOL__45__3__45__KINASE__45__RXN	testGeneSymbol239	False	sbtabreact239
sbtabreact240	C00024 + C00100 <=> CPD__45__13534 + C00010		RXN__45__12561	testGeneSymbol240	True	sbtabreact240
sbtabreact241	C00001 + C00002 <=> C00080 + C00009 + C00008		_3__46__6__46__4__46__3__45__RXN	testGeneSymbol241	False	sbtabreact241
sbtabreact242	C00459 + C00001 <=> C00363 + C00009 + C00080		NUCLEOSIDE__45__TRIPHOSPHATASE__45__RXN__45__TTP__47__WATER__47____47__TDP__47__Pi__47__PROTON__46__25__46__	testGeneSymbol242	False	sbtabreact242
sbtabreact243	C00460 + C00001 <=> C01346 + C00009 + C00080		NUCLEOSIDE__45__TRIPHOSPHATASE__45__RXN__45__DUTP__47__WATER__47____47__DUDP__47__Pi__47__PROTON__46__27__46__	testGeneSymbol243	False	sbtabreact243
sbtabreact244	C00458 + C00001 <=> C00705 + C00009 + C00080		NUCLEOSIDE__45__TRIPHOSPHATASE__45__RXN__45__DCTP__47__WATER__47____47__DCDP__47__Pi__47__PROTON__46__27__46__	testGeneSymbol244	False	sbtabreact244
sbtabreact245	C01345 + C00001 <=> C01344 + C00009 + C00080		NUCLEOSIDE__45__TRIPHOSPHATASE__45__RXN__45__DITP__47__WATER__47____47__CPD0__45__2231__47__Pi__47__PROTON__46__32__46__	testGeneSymbol245	False	sbtabreact245
sbtabreact246	C00131 + C00001 <=> C00206 + C00009 + C00080		NUCLEOSIDE__45__TRIPHOSPHATASE__45__RXN__45__DATP__47__WATER__47____47__DADP__47__Pi__47__PROTON__46__27__46__	testGeneSymbol246	False	sbtabreact246
sbtabreact247	C00001 + C00063 <=> C00080 + C00009 + C00112		RXN__45__12195	testGeneSymbol247	False	sbtabreact247
sbtabreact248	C00081 + C00001 <=> C00104 + C00009 + C00080		NUCLEOSIDE__45__TRIPHOSPHATASE__45__RXN__45__ITP__47__WATER__47____47__IDP__47__Pi__47__PROTON__46__25__46__	testGeneSymbol248	False	sbtabreact248
sbtabreact249	C08270 + C00169 <=> O__45__UREIDOHOMOSERINE + C00009		RXN__45__9	testGeneSymbol249	True	sbtabreact249
sbtabreact250	C00001 + C00075 <=> C00080 + C00009 + C00015		RXN__45__12196	testGeneSymbol250	False	sbtabreact250
sbtabreact251	C00077 + C00169 <=> C00080 + C00327 + C00009		ORNCARBAMTRANSFER__45__RXN	testGeneSymbol251	True	sbtabreact251
sbtabreact252	C02938 + C00001 <=> C01342 + C00954		RXN__45__1404	testGeneSymbol252	True	sbtabreact252
sbtabreact253	C00726 + C00001 <=> C00060 + C01342		_3__46__5__46__5__46__1__45__RXN	testGeneSymbol253	True	sbtabreact253
sbtabreact254	C00525 + C00007 <=> C15605		RXN__45__8664	testGeneSymbol254	False	sbtabreact254
sbtabreact255	C00009 + C00085 <=> C00001 + C00279 + C00227		FRUCTOSE__45__6__45__PHOSPHATE__45__PHOSPHOKETOLASE__45__RXN	testGeneSymbol255	True	sbtabreact255
sbtabreact256	C00009 + C00231 <=> C00001 + C00118 + C00227		PHOSPHOKETOLASE__45__RXN	testGeneSymbol256	True	sbtabreact256
sbtabreact257	Citrate__45__Lyase__45__Citryl__45__Form <=> C00036 + CPD__45__15860		CITRYLY__45__RXN	testGeneSymbol257	False	sbtabreact257
sbtabreact258	C00158 + CPD__45__15860 <=> Citrate__45__Lyase__45__Citryl__45__Form + C00033		CITTRANS__45__RXN	testGeneSymbol258	False	sbtabreact258
sbtabreact259	C00158 <=> C00033 + C00036		CITLY__45__RXN	testGeneSymbol259	True	sbtabreact259
sbtabreact260	CPD__45__14927 + C00002 + C00010 <=> CPD__45__14928 + C00020 + C00013		RXN66__45__480	testGeneSymbol260	False	sbtabreact260
sbtabreact261	C00246 + C00010 + C00002 <=> C00136 + C00013 + C00020		ACYLCOASYN__45__RXN__45__BUTYRIC_ACID__47__CO__45__A__47__ATP__47____47__BUTYRYL__45__COA__47__PPI__47__AMP__46__43__46__	testGeneSymbol261	False	sbtabreact261
sbtabreact262	POLYMER__45__INST__45__CPD66__45__39__45__C2__45__H4 + C00010 + C00002 <=> C05270 + C00013 + C00020		ACYLCOASYN__45__RXN__45__POLYMER__45__INST__45__CPD66__45__39__45__C2__45__H4__47__CO__45__A__47__ATP__47____47__HEXANOYL__45__COA__47__PPI__47__AMP__46__59__46__	testGeneSymbol262	False	sbtabreact262
sbtabreact263	C02679 + C00010 + C00002 <=> C01832 + C00013 + C00020		ACYLCOASYN__45__RXN__45__DODECANOATE__47__CO__45__A__47__ATP__47____47__LAUROYLCOA__45__CPD__47__PPI__47__AMP__46__45__46__	testGeneSymbol263	False	sbtabreact263
sbtabreact264	POLYMER__45__INST__45__CPD66__45__39__45__C10__45__WATER + C00010 + C00002 <=> C02593 + C00013 + C00020		ACYLCOASYN__45__RXN__45__POLYMER__45__INST__45__CPD66__45__39__45__C10__45__H20__47__CO__45__A__47__ATP__47____47__TETRADECANOYL__45__COA__47__PPI__47__AMP__46__66__46__	testGeneSymbol264	False	sbtabreact264
sbtabreact265	C01530 + C00010 + C00002 <=> C00412 + C00013 + C00020		ACYLCOASYN__45__RXN__45__STEARIC_ACID__47__CO__45__A__47__ATP__47____47__STEAROYL__45__COA__47__PPI__47__AMP__46__44__46__	testGeneSymbol265	False	sbtabreact265
sbtabreact266	POLYMER__45__INST__45__CPD66__45__39__45__C16__45__H32 + C00010 + C00002 <=> C02041 + C00013 + C00020		ACYLCOASYN__45__RXN__45__POLYMER__45__INST__45__CPD66__45__39__45__C16__45__H32__47__CO__45__A__47__ATP__47____47__CPD__45__9965__47__PPI__47__AMP__46__57__46__	testGeneSymbol266	False	sbtabreact266
sbtabreact267	Odd__45__Straight__45__Chain__45__234__45__Sat__45__FA + C00002 + C00010 <=> Odd__45__Saturated__45__Fatty__45__Acyl__45__CoA + C00020 + C00013		RXN66__45__477	testGeneSymbol267	False	sbtabreact267
sbtabreact268	C00712 + C00010 + C00002 <=> C00510 + C00020 + C00013		RXN__45__9644	testGeneSymbol268	False	sbtabreact268
sbtabreact269	C01530 + C00002 + C00010 <=> C00412 + C00020 + C00013		RXN__45__7904__45__STEARIC_ACID__47__ATP__47__CO__45__A__47____47__STEAROYL__45__COA__47__AMP__47__PPI__46__44__46__	testGeneSymbol269	False	sbtabreact269
sbtabreact270	C00002 + C00257 <=> C00080 + C00345 + C00008		GLUCONOKIN__45__RXN	testGeneSymbol270	False	sbtabreact270
sbtabreact271	C00244 + C00390 <=> C00088 + C00001 + C17568		RXN0__45__3501	testGeneSymbol271	False	sbtabreact271
sbtabreact272	_3__45__Methyl__45__Saturated__45__Fatty__45__Acids + C00010 + C00002 <=> _3__45__Methyl__45__Saturated__45__Fatty__45__Acyl__45__CoA + C00020 + C00013		RXN66__45__469	testGeneSymbol272	False	sbtabreact272
sbtabreact273	C00001 + C03586 <=> C00080 + C00846		_3__45__OXOADIPATE__45__ENOL__45__LACTONASE__45__RXN	testGeneSymbol273	False	sbtabreact273
sbtabreact274	C00244 + C00005 + C00080 <=> C00088 + C00006 + C00001		NITRATREDUCT__45__RXN	testGeneSymbol274	False	sbtabreact274
sbtabreact275	C01595 + C00010 + C00002 <=> C02050 + C00013 + C00020		RXN__45__9673	testGeneSymbol275	False	sbtabreact275
sbtabreact276	CPD__45__14268 + C00010 + C00002 <=> C16532 + C00013 + C00020		RXN__45__13290	testGeneSymbol276	False	sbtabreact276
sbtabreact277	C01530 + C00002 + C00010 <=> C00412 + C00020 + C00013		BUTYRATE__45____45__COA__45__LIGASE__45__RXN__45__STEARIC_ACID__47__ATP__47__CO__45__A__47____47__STEAROYL__45__COA__47__AMP__47__PPI__46__44__46__	testGeneSymbol277	False	sbtabreact277
sbtabreact278	C00249 + C00010 + C00002 <=> C00154 + C00013 + C00020		RXN__45__9623	testGeneSymbol278	False	sbtabreact278
sbtabreact279	PRISTANATE + C00010 + C00002 <=> CPD__45__14675 + C00013 + C00020		RXN66__45__484	testGeneSymbol279	False	sbtabreact279
sbtabreact280	C00246 + C00002 + C00010 <=> C00136 + C00020 + C00013		BUTYRATE__45____45__COA__45__LIGASE__45__RXN__45__BUTYRIC_ACID__47__ATP__47__CO__45__A__47____47__BUTYRYL__45__COA__47__AMP__47__PPI__46__43__46__	testGeneSymbol280	False	sbtabreact280
sbtabreact281	C02679 + C00002 + C00010 <=> C01832 + C00020 + C00013		BUTYRATE__45____45__COA__45__LIGASE__45__RXN__45__DODECANOATE__47__ATP__47__CO__45__A__47____47__LAUROYLCOA__45__CPD__47__AMP__47__PPI__46__45__46__	testGeneSymbol281	False	sbtabreact281
sbtabreact282	C06423 + C00002 + C00010 <=> C01944 + C00020 + C00013		R223__45__RXN	testGeneSymbol282	False	sbtabreact282
